Date,S&P 500 Price,S&P 500 Open,S&P 500 High,S&P 500 Low,S&P 500 Change %,10 Year Bond Price,10 Year Bond Open,10 Year Bond High,10 Year Bond Low,10 Year Bond Change %,2 Year Bond Price,2 Year Bond Open,2 Year Bond High,2 Year Bond Low,2 Year Bond Change %,US Inflation,US GDP,US Insterest,Global Inflation Rate,Global GDP,S&P 500 High - Price,S&P 500 Price -Low,S&P 500 High- Low,S&P 500 High - Open,S&P 500 Open - Low,10 Year Bond High - Price,10 Year Bond Price -Low,10 Year Bond High - Low,10 Year Bond High - Open,10 Year Bond Open - Low,2 Year Bond High - Price,2 Year Bond Price -Low,2 Year Bond High - Low,2 Year Bond High - Open,2 Year Bond Open - Low
2/21/2020,3337.75,3360.5,3360.76,3328.45,-0.0105,0.579,0.615,0.637,0.576,-0.0587,0.1535,0.149,0.16,0.141,0.0274,1.539327,21538.03,1.58,2.381423,84910,23.01,9.3,32.31,0.26,32.05,0.058,0.003,0.061,0.022,0.039,0.0065,0.0125,0.019,0.011,0.008
2/20/2020,3373.23,3380.45,3389.15,3341.02,-0.0038,0.615,0.59,0.618,0.569,0.0359,0.1494,0.1474,0.1494,0.1474,0,1.539327,21538.03,1.58,2.381423,84910,15.92,32.21,48.13,8.7,39.43,0.003,0.046,0.049,0.028,0.021,0,0.002,0.002,0.002,0
2/19/2020,3386.15,3380.39,3393.52,3378.83,0.0047,0.594,0.592,0.594,0.592,0.0112,0.1494,0.1575,0.1656,0.145,-0.0254,1.539327,21538.03,1.58,2.381423,84910,7.37,7.32,14.69,13.13,1.56,0,0.002,0.002,0.002,0,0.0162,0.0044,0.0206,0.0081,0.0125
2/18/2020,3370.29,3369.04,3375.01,3355.61,-0.0029,0.587,0.581,0.597,0.556,0.017,0.1533,0.1473,0.1796,0.145,0,1.539327,21538.03,1.58,2.381423,84910,4.72,14.68,19.4,5.97,13.43,0.01,0.031,0.041,0.016,0.025,0.0263,0.0083,0.0346,0.0323,0.0023
2/14/2020,3380.16,3378.08,3380.69,3366.15,0.0018,0.577,0.599,0.6,0.574,-0.0383,0.1533,0.141,0.153,0.137,0.0705,1.539327,21538.03,1.58,2.381423,84910,0.53,14.01,14.54,2.61,11.93,0.023,0.003,0.026,0.001,0.025,-0.0003,0.0163,0.016,0.012,0.004
2/13/2020,3373.94,3365.9,3385.09,3360.52,-0.0016,0.6,0.605,0.607,0.582,-0.0081,0.1432,0.149,0.153,0.139,-0.0402,1.539327,21538.03,1.58,2.381423,84910,11.15,13.42,24.57,19.19,5.38,0.007,0.018,0.025,0.002,0.023,0.0098,0.0042,0.014,0.004,0.01
2/12/2020,3379.45,3370.5,3381.47,3369.72,0.0065,0.605,0.612,0.627,0.594,-0.0134,0.1492,0.147,0.151,0.141,0.0426,1.539327,21538.03,1.58,2.381423,84910,2.02,9.73,11.75,10.97,0.78,0.022,0.011,0.033,0.015,0.018,0.0018,0.0082,0.01,0.004,0.006
2/11/2020,3357.75,3365.87,3375.63,3352.72,0.0017,0.613,0.628,0.63,0.602,-0.0157,0.1431,0.147,0.151,0.139,-0.0265,1.539327,21538.03,1.58,2.381423,84910,17.88,5.03,22.91,9.76,13.15,0.017,0.011,0.028,0.002,0.026,0.0079,0.0041,0.012,0.004,0.008
2/10/2020,3352.09,3318.28,3352.26,3317.77,0.0073,0.623,0.617,0.632,0.599,0.0079,0.147,0.153,0.157,0.145,-0.0637,1.539327,21538.03,1.58,2.381423,84910,0.17,34.32,34.49,33.98,0.51,0.009,0.024,0.033,0.015,0.018,0.01,0.002,0.012,0.004,0.008
2/7/2020,3327.71,3335.54,3341.42,3322.12,-0.0054,0.618,0.628,0.635,0.6,-0.0234,0.157,0.161,0.163,0.149,-0.0126,1.539327,21538.03,1.58,2.381423,84910,13.71,5.59,19.3,5.88,13.42,0.017,0.018,0.035,0.007,0.028,0.006,0.008,0.014,0.002,0.012
2/6/2020,3345.78,3344.92,3347.96,3334.39,0.0033,0.633,0.638,0.658,0.617,0.0131,0.159,0.159,0.161,0.147,0.0265,1.539327,21538.03,1.58,2.381423,84910,2.18,11.39,13.57,3.04,10.53,0.025,0.016,0.041,0.02,0.021,0.002,0.012,0.014,0.002,0.012
2/5/2020,3334.69,3324.91,3337.58,3313.75,0.0113,0.625,0.623,0.635,0.6,0.0107,0.1549,0.151,0.165,0.147,0.0403,1.539327,21538.03,1.58,2.381423,84910,2.89,20.94,23.83,12.67,11.16,0.01,0.025,0.035,0.012,0.023,0.0101,0.0079,0.018,0.014,0.004
2/4/2020,3297.59,3280.61,3306.92,3280.61,0.015,0.618,0.63,0.664,0.617,-0.0383,0.1489,0.1489,0.1489,0.1489,-0.051,1.539327,21538.03,1.58,2.381423,84910,9.33,16.98,26.31,26.31,0,0.046,0.001,0.047,0.034,0.013,0,0,0,0,0
2/3/2020,3248.92,3235.66,3268.44,3235.66,0.0073,0.643,0.618,0.648,0.569,0.0481,0.1569,0.155,0.157,0.135,0.0268,1.539327,21538.03,1.58,2.381423,84910,19.52,13.26,32.78,32.78,0,0.005,0.074,0.079,0.03,0.049,1E-04,0.0219,0.022,0.002,0.02
1/31/2020,3225.52,3282.33,3282.33,3214.68,-0.0177,0.613,0.664,0.666,0.599,-0.0788,0.1528,0.161,0.165,0.145,-0.0603,2.334874,21538.03,1.55,2.167873,84910,56.81,10.84,67.65,0,67.65,0.053,0.014,0.067,0.002,0.065,0.0122,0.0078,0.02,0.004,0.016
1/30/2020,3283.66,3256.45,3285.91,3242.8,0.0031,0.666,0.646,0.674,0.641,0.0411,0.1626,0.159,0.167,0.155,0.0125,2.334874,21538.03,1.55,2.167873,84910,2.25,40.86,43.11,29.46,13.65,0.008,0.025,0.033,0.028,0.005,0.0044,0.0076,0.012,0.008,0.004
1/29/2020,3273.4,3289.46,3293.47,3271.89,-0.0009,0.64,0.679,0.691,0.633,-0.0558,0.1606,0.159,0.165,0.155,0.0126,2.334874,21538.03,1.55,2.167873,84910,20.07,1.51,21.58,4.01,17.57,0.051,0.007,0.058,0.012,0.046,0.0044,0.0056,0.01,0.006,0.004
1/28/2020,3276.24,3255.35,3285.78,3253.22,0.0101,0.678,0.676,0.712,0.674,0.0024,0.1586,0.155,0.167,0.155,0.0259,2.334874,21538.03,1.55,2.167873,84910,9.54,23.02,32.56,30.43,2.13,0.034,0.004,0.038,0.036,0.002,0.0084,0.0036,0.012,0.012,0
1/27/2020,3243.63,3247.16,3258.85,3234.5,-0.0157,0.676,0.673,0.676,0.673,0.0099,0.1546,0.1526,0.1546,0.1526,0,2.334874,21538.03,1.55,2.167873,84910,15.22,9.13,24.35,11.69,12.66,0,0.003,0.003,0.003,0,0,0.002,0.002,0.002,0
1/24/2020,3295.47,3333.1,3333.18,3281.53,-0.009,0.669,0.679,0.724,0.664,-0.0096,0.1546,0.162,0.174,0.153,-0.0585,2.334874,21538.03,1.55,2.167873,84910,37.71,13.94,51.65,0.08,51.57,0.055,0.005,0.06,0.045,0.015,0.0194,0.0016,0.021,0.012,0.009
1/23/2020,3325.54,3315.77,3326.88,3301.87,0.0011,0.676,0.658,0.702,0.658,0.0275,0.1642,0.152,0.168,0.15,0.0635,2.334874,21538.03,1.55,2.167873,84910,1.34,23.67,25.01,11.11,13.9,0.026,0.018,0.044,0.044,0,0.0038,0.0142,0.018,0.016,0.002
1/22/2020,3321.75,3330.02,3337.77,3320.04,0.0003,0.658,0.628,0.666,0.618,0.0496,0.1544,0.15,0.156,0.145,0.0131,2.334874,21538.03,1.55,2.167873,84910,16.02,1.71,17.73,7.75,9.98,0.008,0.04,0.048,0.038,0.01,0.0016,0.0094,0.011,0.006,0.005
1/21/2020,3320.79,3321.03,3329.79,3316.61,-0.0027,0.627,0.632,0.656,0.622,-0.0078,0.1524,0.164,0.17,0.15,-0.0713,2.334874,21538.03,1.55,2.167873,84910,9,4.18,13.18,8.76,4.42,0.029,0.005,0.034,0.024,0.01,0.0176,0.0024,0.02,0.006,0.014
1/17/2020,3329.62,3323.66,3329.88,3318.86,0.0039,0.632,0.635,0.635,0.632,-0.0128,0.1641,0.1661,0.1661,0.1641,-0.0232,2.334874,21538.03,1.55,2.167873,84910,0.26,10.76,11.02,6.22,4.8,0.003,0,0.003,0,0.003,0.002,0,0.002,0,0.002
1/16/2020,3316.81,3302.97,3317.11,3302.82,0.0084,0.64,0.682,0.686,0.632,-0.0624,0.168,0.186,0.188,0.164,-0.1045,2.334874,21538.03,1.55,2.167873,84910,0.3,13.99,14.29,14.14,0.15,0.046,0.008,0.054,0.004,0.05,0.02,0.004,0.024,0.002,0.022
1/15/2020,3289.29,3282.27,3298.66,3280.69,0.0019,0.682,0.674,0.689,0.656,0.0049,0.1876,0.19,0.19,0.178,0,2.334874,21538.03,1.55,2.167873,84910,9.37,8.6,17.97,16.39,1.58,0.007,0.026,0.033,0.015,0.018,0.0024,0.0096,0.012,0,0.012
1/14/2020,3283.15,3285.35,3294.25,3277.19,-0.0015,0.679,0.717,0.73,0.676,-0.0505,0.1876,0.192,0.197,0.186,-0.0116,2.334874,21538.03,1.55,2.167873,84910,11.1,5.96,17.06,8.9,8.16,0.051,0.003,0.054,0.013,0.041,0.0094,0.0016,0.011,0.005,0.006
1/13/2020,3288.13,3271.13,3288.13,3268.43,0.007,0.715,0.712,0.733,0.679,0.0069,0.1898,0.194,0.198,0.188,-0.0301,2.334874,21538.03,1.55,2.167873,84910,0,19.7,19.7,17,2.7,0.018,0.036,0.054,0.021,0.033,0.0082,0.0018,0.01,0.004,0.006
1/10/2020,3265.35,3281.81,3282.99,3260.86,-0.0029,0.71,0.695,0.712,0.674,0.0238,0.1957,0.188,0.196,0.182,0.0322,2.334874,21538.03,1.55,2.167873,84910,17.64,4.49,22.13,1.18,20.95,0.002,0.036,0.038,0.017,0.021,0.0003,0.0137,0.014,0.008,0.006
1/9/2020,3274.7,3266.03,3275.58,3263.67,0.0067,0.694,0.69,0.694,0.69,0,0.1896,0.1876,0.1896,0.1876,0,2.334874,21538.03,1.55,2.167873,84910,0.88,11.03,11.91,9.55,2.36,0,0.004,0.004,0.004,0,0,0.002,0.002,0.002,0
1/8/2020,3253.05,3238.59,3267.07,3236.67,0.0049,0.694,0.707,0.745,0.687,-0.0185,0.1896,0.195,0.2,0.182,-0.0292,2.334874,21538.03,1.55,2.167873,84910,14.02,16.38,30.4,28.48,1.92,0.051,0.007,0.058,0.038,0.02,0.0104,0.0076,0.018,0.005,0.013
1/7/2020,3237.18,3241.86,3244.91,3232.43,-0.0028,0.707,0.731,0.731,0.692,-0.0359,0.1953,0.195,0.199,0.189,0.0005,2.334874,21538.03,1.55,2.167873,84910,7.73,4.75,12.48,3.05,9.43,0.024,0.015,0.039,0,0.039,0.0037,0.0063,0.01,0.004,0.006
1/6/2020,3246.28,3217.55,3246.84,3214.64,0.0035,0.733,0.763,0.763,0.725,-0.0111,0.1952,0.205,0.205,0.193,-0.0096,2.334874,21538.03,1.55,2.167873,84910,0.56,31.64,32.2,29.29,2.91,0.03,0.008,0.038,0,0.038,0.0098,0.0022,0.012,0,0.012
1/3/2020,3234.85,3226.36,3246.15,3222.34,-0.0071,0.741,0.756,0.784,0.723,0.0297,0.1971,0.199,0.205,0.187,0.0212,2.334874,21538.03,1.55,2.167873,84910,11.3,12.51,23.81,19.79,4.02,0.043,0.018,0.061,0.028,0.033,0.0079,0.0101,0.018,0.006,0.012
1/2/2020,3257.85,3244.67,3258.14,3235.53,0.0084,0.72,0.666,0.723,0.653,0.0139,0.193,0.183,0.197,0.177,-0.0097,2.334874,21538.03,1.55,2.167873,84910,0.29,22.32,22.61,13.47,9.14,0.003,0.067,0.07,0.057,0.013,0.004,0.016,0.02,0.014,0.006
12/31/2019,3230.78,3215.18,3231.72,3212.03,0.0029,0.71,0.677,0.721,0.664,0.0665,0.1949,0.209,0.209,0.183,-0.0284,2.486572,21706.53,1.55,1.896384,87650,0.94,18.75,19.69,16.54,3.15,0.011,0.046,0.057,0.044,0.013,0.0141,0.0119,0.026,0,0.026
12/30/2019,3221.29,3240.09,3240.92,3216.57,-0.0058,0.666,0.72,0.73,0.649,-0.0958,0.2006,0.173,0.207,0.169,0.1616,2.486572,21706.53,1.55,1.896384,87650,19.63,4.72,24.35,0.83,23.52,0.064,0.017,0.081,0.01,0.071,0.0064,0.0316,0.038,0.034,0.004
12/27/2019,3240.02,3247.23,3247.93,3234.37,0,0.736,0.824,0.834,0.726,-0.1062,0.1727,0.208,0.21,0.171,-0.1551,2.486572,21706.53,1.55,1.896384,87650,7.91,5.65,13.56,0.7,12.86,0.098,0.01,0.108,0.01,0.098,0.0373,0.0017,0.039,0.002,0.037
12/26/2019,3239.91,3227.2,3240.08,3227.2,0.0051,0.824,0.872,0.872,0.802,-0.0624,0.2044,0.228,0.228,0.202,-0.1117,2.486572,21706.53,1.55,1.896384,87650,0.17,12.71,12.88,12.88,0,0.048,0.022,0.07,0,0.07,0.0236,0.0024,0.026,0,0.026
12/24/2019,3223.38,3225.45,3226.43,3220.51,-0.0002,0.878,0.902,0.932,0.862,-0.0241,0.2301,0.21,0.232,0.204,0.0849,2.486572,21706.53,1.55,1.896384,87650,3.05,2.87,5.92,0.98,4.94,0.054,0.016,0.07,0.03,0.04,0.0019,0.0261,0.028,0.022,0.006
12/23/2019,3224.01,3226.05,3227.78,3222.3,0.0009,0.9,0.902,0.904,0.9,0.0075,0.2121,0.2161,0.2161,0.2121,0.0095,2.486572,21706.53,1.55,1.896384,87650,3.77,1.71,5.48,1.73,3.75,0.004,0,0.004,0.002,0.002,0.004,0,0.004,0,0.004
12/20/2019,3221.22,3223.33,3225.65,3216.03,0.0049,0.893,0.817,0.959,0.799,0.0829,0.2101,0.194,0.238,0.188,0.0616,2.486572,21706.53,1.55,1.896384,87650,4.43,5.19,9.62,2.32,7.3,0.066,0.094,0.16,0.142,0.018,0.0279,0.0221,0.05,0.044,0.006
12/19/2019,3205.37,3192.32,3205.48,3192.32,0.0045,0.825,0.756,0.828,0.736,0.1063,0.1979,0.198,0.204,0.184,0.0313,2.486572,21706.53,1.55,1.896384,87650,0.11,13.05,13.16,13.16,0,0.003,0.089,0.092,0.072,0.02,0.0061,0.0139,0.02,0.006,0.014
12/18/2019,3191.14,3195.21,3198.48,3191.14,-0.0004,0.746,0.692,0.771,0.685,0.0859,0.1919,0.168,0.202,0.166,0.1539,2.486572,21706.53,1.55,1.896384,87650,7.34,0,7.34,3.27,4.07,0.025,0.061,0.086,0.079,0.007,0.0101,0.0259,0.036,0.034,0.002
12/17/2019,3192.52,3195.4,3198.22,3191.03,0.0003,0.687,0.649,0.688,0.648,0.0292,0.1663,0.158,0.172,0.156,0.0374,2.486572,21706.53,1.55,1.896384,87650,5.7,1.49,7.19,2.82,4.37,0.001,0.039,0.04,0.039,0.001,0.0057,0.0103,0.016,0.014,0.002
12/16/2019,3191.45,3183.63,3197.71,3183.63,0.0071,0.667,0.64,0.687,0.638,0.0407,0.1603,0.156,0.172,0.154,0.0126,2.486572,21706.53,1.55,1.896384,87650,6.26,7.82,14.08,14.08,0,0.02,0.029,0.049,0.047,0.002,0.0117,0.0063,0.018,0.016,0.002
12/13/2019,3168.8,3166.65,3182.68,3156.51,0.0001,0.641,0.636,0.641,0.636,-0.0175,0.1583,0.1564,0.1583,0.1564,-0.0359,2.486572,21706.53,1.55,1.896384,87650,13.88,12.29,26.17,16.03,10.14,0,0.005,0.005,0.005,0,0,0.0019,0.0019,0.0019,0
12/12/2019,3168.57,3141.23,3176.28,3138.47,0.0086,0.653,0.683,0.687,0.643,-0.0632,0.1642,0.166,0.17,0.154,-0.0563,2.486572,21706.53,1.55,1.896384,87650,7.71,30.1,37.81,35.05,2.76,0.034,0.01,0.044,0.004,0.04,0.0058,0.0102,0.016,0.004,0.012
12/11/2019,3141.63,3135.75,3143.98,3133.21,0.0029,0.697,0.693,0.713,0.67,0.0024,0.174,0.186,0.188,0.17,-0.0533,2.486572,21706.53,1.55,1.896384,87650,2.35,8.42,10.77,8.23,2.54,0.016,0.027,0.043,0.02,0.023,0.014,0.004,0.018,0.002,0.016
12/10/2019,3132.52,3135.36,3142.12,3126.09,-0.0011,0.695,0.69,0.729,0.661,0,0.1838,0.17,0.188,0.16,0.0581,2.486572,21706.53,1.55,1.896384,87650,9.6,6.43,16.03,6.76,9.27,0.034,0.034,0.068,0.039,0.029,0.0042,0.0238,0.028,0.018,0.01
12/9/2019,3135.96,3141.86,3148.87,3135.46,-0.0032,0.695,0.656,0.708,0.654,0.0543,0.1737,0.17,0.19,0.168,0.0122,2.486572,21706.53,1.55,1.896384,87650,12.91,0.5,13.41,7.01,6.4,0.013,0.041,0.054,0.052,0.002,0.0163,0.0057,0.022,0.02,0.002
12/6/2019,3145.91,3134.62,3150.6,3134.62,0.0091,0.659,0.657,0.659,0.657,0.0026,0.1716,0.1737,0.1737,0.1716,0.0118,2.486572,21706.53,1.55,1.896384,87650,4.69,11.29,15.98,15.98,0,0,0.002,0.002,0.002,0,0.0021,0,0.0021,0,0.0021
12/5/2019,3117.43,3119.21,3119.45,3103.76,0.0015,0.657,0.67,0.674,0.627,-0.0334,0.1696,0.167,0.172,0.16,0.0137,2.486572,21706.53,1.55,1.896384,87650,2.02,13.67,15.69,0.24,15.45,0.017,0.03,0.047,0.004,0.043,0.0024,0.0096,0.012,0.005,0.007
12/4/2019,3112.76,3103.5,3119.38,3102.53,0.0063,0.68,0.677,0.682,0.654,-0.0142,0.1673,0.165,0.173,0.159,-0.0118,2.486572,21706.53,1.55,1.896384,87650,6.62,10.23,16.85,15.88,0.97,0.002,0.026,0.028,0.005,0.023,0.0057,0.0083,0.014,0.008,0.006
12/3/2019,3093.2,3087.41,3094.97,3070.33,-0.0066,0.69,0.687,0.721,0.67,-0.0023,0.1693,0.167,0.177,0.155,0.0126,2.486572,21706.53,1.55,1.896384,87650,1.77,22.87,24.64,7.56,17.08,0.031,0.02,0.051,0.034,0.017,0.0077,0.0143,0.022,0.01,0.012
12/2/2019,3113.87,3143.85,3144.31,3110.78,-0.0086,0.692,0.726,0.745,0.688,-0.0471,0.1672,0.175,0.183,0.165,-0.0778,2.486572,21706.53,1.55,1.896384,87650,30.44,3.09,33.53,0.46,33.07,0.053,0.004,0.057,0.019,0.038,0.0158,0.0022,0.018,0.008,0.01
11/29/2019,3140.98,3147.18,3150.3,3139.34,-0.004,0.726,0.641,0.744,0.636,0.129,0.1813,0.143,0.185,0.139,0.2669,2.28513,21706.53,1.55,1.650194,87650,9.32,1.64,10.96,3.12,7.84,0.018,0.09,0.108,0.103,0.005,0.0037,0.0423,0.046,0.042,0.004
11/27/2019,3153.63,3145.49,3154.26,3143.41,0.0042,0.643,0.643,0.643,0.643,-0.0025,0.1431,0.1451,0.1451,0.1431,-0.0529,2.28513,21706.53,1.55,1.650194,87650,0.63,10.22,10.85,8.77,2.08,0,0,0,0,0,0.002,0,0.002,0,0.002
11/26/2019,3140.52,3134.85,3142.69,3131,0.0022,0.644,0.627,0.649,0.59,0.0446,0.1511,0.155,0.157,0.135,0.0141,2.28513,21706.53,1.55,1.650194,87650,2.17,9.52,11.69,7.84,3.85,0.005,0.054,0.059,0.022,0.037,0.0059,0.0161,0.022,0.002,0.02
11/25/2019,3133.64,3117.44,3133.83,3117.44,0.0075,0.617,0.644,0.646,0.604,-0.0569,0.149,0.159,0.167,0.145,-0.0964,2.28513,21706.53,1.55,1.650194,87650,0.19,16.2,16.39,16.39,0,0.029,0.013,0.042,0.002,0.04,0.018,0.004,0.022,0.008,0.014
11/22/2019,3110.29,3111.41,3112.87,3099.26,0.0022,0.654,0.669,0.674,0.635,-0.0189,0.1649,0.163,0.171,0.143,-0.0114,2.28513,21706.53,1.55,1.650194,87650,2.58,11.03,13.61,1.46,12.15,0.02,0.019,0.039,0.005,0.034,0.0061,0.0219,0.028,0.008,0.02
11/21/2019,3103.54,3108.49,3110.11,3094.55,-0.0016,0.667,0.711,0.726,0.66,-0.0566,0.1668,0.175,0.187,0.161,-0.0566,2.28513,21706.53,1.55,1.650194,87650,6.57,8.99,15.56,1.62,13.94,0.059,0.007,0.066,0.015,0.051,0.0202,0.0058,0.026,0.012,0.014
11/20/2019,3108.46,3114.66,3118.97,3091.41,-0.0038,0.707,0.694,0.728,0.672,0.0204,0.1768,0.163,0.183,0.141,0.0995,2.28513,21706.53,1.55,1.650194,87650,10.51,17.05,27.56,4.31,23.25,0.021,0.035,0.056,0.034,0.022,0.0062,0.0358,0.042,0.02,0.022
11/19/2019,3120.18,3127.45,3127.64,3113.47,-0.0006,0.693,0.691,0.693,0.691,0.0115,0.1608,0.1608,0.1608,0.1608,0,2.28513,21706.53,1.55,1.650194,87650,7.46,6.71,14.17,0.19,13.98,0,0.002,0.002,0.002,0,0,0,0,0,0
11/18/2019,3122.03,3117.91,3124.17,3112.06,0.0005,0.685,0.642,0.686,0.607,0.071,0.1608,0.135,0.163,0.105,0.1585,2.28513,21706.53,1.55,1.650194,87650,2.14,9.97,12.11,6.26,5.85,0.001,0.078,0.079,0.044,0.035,0.0022,0.0558,0.058,0.028,0.03
11/15/2019,3120.46,3107.92,3120.46,3104.6,0.0077,0.639,0.687,0.717,0.62,-0.0988,0.1388,0.176,0.186,0.129,-0.2302,2.28513,21706.53,1.55,1.650194,87650,0,15.86,15.86,12.54,3.32,0.078,0.019,0.097,0.03,0.067,0.0472,0.0098,0.057,0.01,0.047
11/14/2019,3096.63,3090.75,3098.2,3083.26,0.0008,0.709,0.678,0.743,0.668,0.0718,0.1803,0.19,0.202,0.176,-0.0516,2.28513,21706.53,1.55,1.650194,87650,1.57,13.37,14.94,7.45,7.49,0.034,0.041,0.075,0.065,0.01,0.0217,0.0043,0.026,0.012,0.014
11/13/2019,3094.04,3084.18,3098.06,3078.8,0.0007,0.662,0.638,0.678,0.638,0.0498,0.1901,0.186,0.21,0.18,0.0326,2.28513,21706.53,1.55,1.650194,87650,4.02,15.24,19.26,13.88,5.38,0.016,0.024,0.04,0.04,0,0.0199,0.0101,0.03,0.024,0.006
11/12/2019,3091.84,3089.28,3102.61,3084.73,0.0016,0.631,0.605,0.651,0.596,0.0201,0.1841,0.204,0.204,0.178,-0.0693,2.28513,21706.53,1.55,1.650194,87650,10.77,7.11,17.88,13.33,4.55,0.02,0.035,0.055,0.046,0.009,0.0199,0.0061,0.026,0,0.026
11/11/2019,3087.01,3080.33,3088.33,3075.82,-0.002,0.618,0.618,0.618,0.618,0,0.1978,0.1978,0.1978,0.1978,0,2.28513,21706.53,1.55,1.650194,87650,1.32,11.19,12.51,8,4.51,0,0,0,0,0,0,0,0,0,0
11/8/2019,3093.08,3081.25,3093.09,3073.58,0.0026,0.618,0.63,0.648,0.594,-0.0426,0.1978,0.198,0.206,0.182,-0.0179,2.28513,21706.53,1.55,1.650194,87650,0.01,19.5,19.51,11.84,7.67,0.03,0.024,0.054,0.018,0.036,0.0082,0.0158,0.024,0.008,0.016
11/7/2019,3085.18,3087.02,3097.77,3080.23,0.0027,0.646,0.622,0.65,0.581,0.0272,0.2014,0.196,0.203,0.176,-0.019,2.28513,21706.53,1.55,1.650194,87650,12.59,4.95,17.54,10.75,6.79,0.004,0.065,0.069,0.028,0.041,0.0016,0.0254,0.027,0.007,0.02
11/6/2019,3076.78,3075.1,3078.34,3065.89,0.0007,0.628,0.613,0.643,0.581,0.0201,0.2053,0.223,0.223,0.192,-0.0456,2.28513,21706.53,1.55,1.650194,87650,1.56,10.89,12.45,3.24,9.21,0.015,0.047,0.062,0.03,0.032,0.0177,0.0133,0.031,0,0.031
11/5/2019,3074.62,3080.8,3083.95,3072.15,-0.0012,0.616,0.665,0.673,0.594,-0.0717,0.2151,0.227,0.229,0.197,-0.041,2.28513,21706.53,1.55,1.650194,87650,9.33,2.47,11.8,3.15,8.65,0.057,0.022,0.079,0.008,0.071,0.0139,0.0181,0.032,0.002,0.03
11/4/2019,3078.27,3078.96,3085.2,3074.87,0.0037,0.664,0.605,0.665,0.601,0.0961,0.2243,0.225,0.243,0.216,-0.0009,2.28513,21706.53,1.55,1.650194,87650,6.93,3.4,10.33,6.24,4.09,0.001,0.063,0.064,0.06,0.004,0.0187,0.0083,0.027,0.018,0.009
11/1/2019,3066.91,3050.72,3066.95,3050.72,0.0097,0.605,0.604,0.607,0.604,0,0.2245,0.2245,0.2245,0.2245,0.009,2.28513,21706.53,1.55,1.650194,87650,0.04,16.19,16.23,16.23,0,0.002,0.001,0.003,0.003,0,0,0,0,0,0
10/31/2019,3037.56,3046.9,3046.9,3023.19,-0.003,0.605,0.605,0.621,0.579,0.004,0.2225,0.231,0.233,0.21,0.0063,2.051278,21706.53,1.83,1.679152,87650,9.34,14.37,23.71,0,23.71,0.016,0.026,0.042,0.016,0.026,0.0105,0.0125,0.023,0.002,0.021
10/30/2019,3046.77,3039.74,3050.1,3025.96,0.0033,0.603,0.611,0.638,0.59,-0.0233,0.2211,0.211,0.227,0.209,0.0269,2.051278,21706.53,1.83,1.679152,87650,3.33,20.81,24.14,10.36,13.78,0.035,0.013,0.048,0.027,0.021,0.0059,0.0121,0.018,0.016,0.002
10/29/2019,3036.89,3035.39,3047.87,3034.81,-0.0008,0.618,0.58,0.638,0.547,0.0912,0.2153,0.207,0.221,0.195,0.069,2.051278,21706.53,1.83,1.679152,87650,10.98,2.08,13.06,12.48,0.58,0.02,0.071,0.091,0.058,0.033,0.0057,0.0203,0.026,0.014,0.012
10/28/2019,3039.42,3032.12,3044.08,3032.12,0.0056,0.566,0.616,0.623,0.543,-0.0818,0.2014,0.206,0.212,0.185,-0.0209,2.051278,21706.53,1.83,1.679152,87650,4.66,7.3,11.96,11.96,0,0.057,0.023,0.08,0.007,0.073,0.0106,0.0164,0.027,0.006,0.021
10/25/2019,3022.55,3003.32,3027.39,3001.94,0.0041,0.616,0.642,0.651,0.609,-0.042,0.2057,0.206,0.212,0.194,-0.02,2.051278,21706.53,1.83,1.679152,87650,4.84,20.61,25.45,24.07,1.38,0.035,0.007,0.042,0.009,0.033,0.0063,0.0117,0.018,0.006,0.012
10/24/2019,3010.29,3014.78,3016.07,3000.42,0.0019,0.643,0.643,0.643,0.643,0.0025,0.2099,0.2079,0.2099,0.2079,0.0396,2.051278,21706.53,1.83,1.679152,87650,5.78,9.87,15.65,1.29,14.36,0,0,0,0,0,0,0.002,0.002,0.002,0
10/23/2019,3004.52,2994.01,3004.78,2991.21,0.0028,0.642,0.672,0.693,0.587,0.0395,0.2019,0.229,0.239,0.192,-0.0413,2.051278,21706.53,1.83,1.679152,87650,0.26,13.31,13.57,10.77,2.8,0.051,0.055,0.106,0.021,0.085,0.0371,0.0099,0.047,0.01,0.037
10/22/2019,2995.99,3010.73,3014.57,2995.04,-0.0036,0.617,0.638,0.658,0.594,-0.0276,0.2106,0.201,0.215,0.187,0.0483,2.051278,21706.53,1.83,1.679152,87650,18.58,0.95,19.53,3.84,15.69,0.041,0.023,0.064,0.02,0.044,0.0044,0.0236,0.028,0.014,0.014
10/21/2019,3006.72,2996.48,3007.33,2995.35,0.0069,0.635,0.746,0.752,0.618,-0.1541,0.2009,0.219,0.223,0.191,-0.091,2.051278,21706.53,1.83,1.679152,87650,0.61,11.37,11.98,10.85,1.13,0.117,0.017,0.134,0.006,0.128,0.0221,0.0099,0.032,0.004,0.028
10/18/2019,2986.2,2996.84,3000,2976.31,-0.0039,0.75,0.765,0.776,0.728,-0.0251,0.221,0.249,0.259,0.219,-0.1132,2.051278,21706.53,1.83,1.679152,87650,13.8,9.89,23.69,3.16,20.53,0.026,0.022,0.048,0.011,0.037,0.038,0.002,0.04,0.01,0.03
